donation_id,donation_date,donor_type,state,program,channel,amount_inr,repeat_donor
D00739,2026-02-08,Individual,West Bengal,Healthcare,Online,2672,False
D00740,2026-05-06,Individual,West Bengal,Livelihood,Online,2754,False
D00741,2026-03-23,Foundation,Uttar Pradesh,Healthcare,Campaign Event,422,True
D00742,2026-02-21,Individual,Uttar Pradesh,Livelihood,UPI,649,False
D00743,2025-12-13,Individual,Rajasthan,Livelihood,Campaign Event,7908,False
D00744,2025-05-28,Individual,Delhi,Healthcare,Bank Transfer,821,True
D00745,2026-03-11,Individual,Uttar Pradesh,Women Empowerment,Online,2846,False
D00746,2025-07-18,Individual,Rajasthan,Healthcare,Online,1075,False
D00747,2025-10-18,Individual,Delhi,Women Empowerment,Bank Transfer,1911,False
D00748,2025-06-21,Individual,Rajasthan,Healthcare,Online,1119,True
D00749,2025-06-20,Foundation,Rajasthan,Community Development,Campaign Event,2743,False
D00750,2025-03-28,Community,Rajasthan,Healthcare,Online,1994,True
D00751,2026-06-09,Individual,Jharkhand,Education,Campaign Event,1286,True
D00752,2025-03-22,Individual,West Bengal,Education,Online,819,False
D00753,2025-02-17,Individual,Rajasthan,Community Development,Online,2200,True
D00754,2026-05-27,Individual,Uttar Pradesh,Community Development,Bank Transfer,725,True
D00755,2025-10-31,Individual,Bihar,Healthcare,Online,2480,False
D00756,2025-08-28,Foundation,Uttar Pradesh,Women Empowerment,Bank Transfer,12905,True
D00757,2026-02-07,Corporate,Jharkhand,Livelihood,Bank Transfer,4955,False
D00758,2025-07-29,Foundation,Jharkhand,Education,UPI,3085,False
D00759,2025-03-11,Individual,Bihar,Livelihood,UPI,1688,False
D00760,2026-02-03,Community,Jharkhand,Women Empowerment,Online,421,False
D00761,2025-04-07,Individual,Uttar Pradesh,Community Development,Online,668,False
D00762,2025-10-29,Individual,Jharkhand,Community Development,Online,4711,True
D00763,2026-06-03,Individual,Jharkhand,Education,Online,995,False
D00764,2026-05-27,Community,Jharkhand,Healthcare,Online,1065,True
D00765,2025-07-16,Individual,Delhi,Livelihood,Bank Transfer,1590,False
D00766,2026-03-03,Foundation,Delhi,Education,UPI,812,False
D00767,2025-12-01,Individual,West Bengal,Livelihood,Bank Transfer,717,True
D00768,2025-09-19,Community,West Bengal,Education,Bank Transfer,1733,True
D00769,2025-03-18,Individual,West Bengal,Education,Bank Transfer,922,False
D00770,2025-07-25,Individual,Delhi,Education,UPI,1033,True
D00771,2025-12-22,Community,Delhi,Healthcare,Bank Transfer,1002,True
D00772,2026-06-23,Individual,Uttar Pradesh,Women Empowerment,Online,2663,True
D00773,2025-01-03,Individual,Jharkhand,Education,Bank Transfer,1512,False
D00774,2026-01-27,Individual,Bihar,Community Development,Online,1574,False
D00775,2026-04-08,Individual,Delhi,Healthcare,Bank Transfer,2817,False
D00776,2026-06-04,Individual,Uttar Pradesh,Education,Campaign Event,1618,False
D00777,2025-08-20,Individual,Jharkhand,Healthcare,Bank Transfer,1461,True
D00778,2025-03-06,Individual,Rajasthan,Women Empowerment,Online,2562,True
D00779,2025-05-28,Foundation,Rajasthan,Education,UPI,2971,False
D00780,2026-04-10,Individual,Delhi,Education,Online,1612,False
D00781,2026-04-25,Individual,Bihar,Community Development,Online,1912,False
D00782,2025-12-14,Individual,Uttar Pradesh,Livelihood,Online,1001,False
D00783,2025-03-09,Individual,Bihar,Healthcare,Campaign Event,944,False
D00784,2025-03-08,Corporate,West Bengal,Women Empowerment,Campaign Event,3205,False
D00785,2025-09-19,Community,Rajasthan,Community Development,UPI,2513,False
D00786,2025-11-18,Community,Jharkhand,Healthcare,UPI,2533,False
D00787,2025-01-18,Individual,Uttar Pradesh,Livelihood,UPI,2222,False
D00788,2026-01-10,Individual,Bihar,Education,UPI,1863,False
D00789,2025-10-25,Individual,Rajasthan,Healthcare,UPI,3035,False
D00790,2025-01-07,Individual,Uttar Pradesh,Livelihood,Campaign Event,3630,False
D00791,2025-02-22,Individual,Bihar,Education,UPI,3565,True
D00792,2025-09-06,Corporate,Uttar Pradesh,Community Development,Online,1669,True
D00793,2026-01-30,Individual,Uttar Pradesh,Community Development,Bank Transfer,5094,False
D00794,2026-03-27,Individual,Jharkhand,Healthcare,Campaign Event,2136,False
D00795,2025-08-24,Individual,Rajasthan,Healthcare,Bank Transfer,2892,False
D00796,2025-06-11,Individual,Uttar Pradesh,Education,Online,2224,False
D00797,2026-06-13,Individual,West Bengal,Livelihood,Campaign Event,2166,True
D00798,2025-09-08,Individual,Bihar,Education,UPI,1037,False
D00799,2025-06-22,Corporate,Bihar,Healthcare,UPI,3046,False
D00800,2025-08-30,Individual,Bihar,Livelihood,Bank Transfer,15207,False
D00801,2025-01-07,Individual,Rajasthan,Women Empowerment,Online,1359,False
D00802,2025-06-14,Individual,Jharkhand,Livelihood,Bank Transfer,1898,True
D00803,2025-10-09,Corporate,West Bengal,Healthcare,Bank Transfer,1288,False
D00804,2026-05-17,Individual,Bihar,Women Empowerment,Campaign Event,1248,False
D00805,2026-02-08,Foundation,Bihar,Women Empowerment,Bank Transfer,5732,False
D00806,2026-03-03,Community,Rajasthan,Women Empowerment,Online,1087,False
D00807,2025-10-25,Individual,Bihar,Livelihood,Bank Transfer,1261,True
D00808,2025-03-02,Corporate,Bihar,Community Development,Campaign Event,547,False
D00809,2025-08-02,Individual,Jharkhand,Healthcare,Bank Transfer,1020,False
D00810,2026-06-29,Community,Jharkhand,Community Development,Bank Transfer,500,True
D00811,2025-01-25,Individual,Uttar Pradesh,Healthcare,UPI,2891,False
D00812,2026-04-26,Community,Delhi,Healthcare,UPI,14696,True
D00813,2026-01-09,Individual,West Bengal,Livelihood,Bank Transfer,1367,True
D00814,2025-06-05,Individual,Delhi,Livelihood,Campaign Event,516,True
D00815,2026-03-01,Individual,Delhi,Women Empowerment,UPI,3535,True
D00816,2026-04-02,Corporate,Bihar,Healthcare,Online,1044,False
D00817,2025-01-24,Individual,Delhi,Community Development,Bank Transfer,4770,False
D00818,2025-02-28,Individual,West Bengal,Healthcare,Campaign Event,1457,True
D00819,2025-12-30,Corporate,Jharkhand,Livelihood,Bank Transfer,1121,False
D00820,2026-06-30,Foundation,Rajasthan,Community Development,UPI,1575,False
D00821,2025-01-14,Individual,Bihar,Livelihood,UPI,3178,True
D00822,2025-12-30,Individual,Bihar,Women Empowerment,UPI,1518,True
D00823,2025-03-16,Individual,Jharkhand,Community Development,Campaign Event,1240,False
D00824,2025-12-21,Corporate,Uttar Pradesh,Community Development,Online,1551,True
D00825,2025-12-07,Individual,Jharkhand,Livelihood,UPI,693,False
D00826,2025-02-19,Foundation,Rajasthan,Livelihood,UPI,2424,True
D00827,2026-01-07,Individual,Delhi,Education,Online,471,False
D00828,2026-05-05,Individual,Jharkhand,Livelihood,UPI,1290,False
D00829,2026-04-17,Individual,West Bengal,Community Development,Online,3181,True
D00830,2025-01-16,Individual,Bihar,Livelihood,Bank Transfer,2259,True
D00831,2025-05-15,Corporate,Rajasthan,Healthcare,Bank Transfer,2803,False
D00832,2025-05-12,Individual,Uttar Pradesh,Education,Online,1714,False
D00833,2025-09-05,Individual,West Bengal,Healthcare,Campaign Event,4328,False
D00834,2025-03-20,Community,Jharkhand,Healthcare,Online,3601,True
D00835,2026-04-12,Community,Bihar,Community Development,Bank Transfer,2515,True
D00836,2026-03-01,Foundation,West Bengal,Livelihood,Campaign Event,3609,False
D00837,2026-03-18,Individual,Uttar Pradesh,Education,Campaign Event,3160,False
D00838,2025-04-19,Individual,Jharkhand,Education,Online,1295,True
D00839,2025-01-08,Foundation,Rajasthan,Community Development,Bank Transfer,657,False
D00840,2026-05-13,Individual,Rajasthan,Community Development,UPI,2467,False
D00841,2025-06-07,Individual,Rajasthan,Women Empowerment,Campaign Event,2711,True
D00842,2025-12-25,Foundation,Delhi,Education,Campaign Event,4078,True
D00843,2026-05-12,Individual,Jharkhand,Education,UPI,892,True
D00844,2025-01-20,Individual,Uttar Pradesh,Education,Online,912,False
D00845,2025-01-03,Community,Rajasthan,Women Empowerment,Campaign Event,2541,False
D00846,2025-01-03,Individual,Delhi,Women Empowerment,Online,1706,False
D00847,2025-03-27,Individual,West Bengal,Community Development,Online,438,True
D00848,2025-01-29,Individual,Delhi,Education,UPI,2385,False
D00849,2026-03-24,Individual,West Bengal,Education,UPI,449,False
D00850,2025-11-27,Individual,Uttar Pradesh,Community Development,Online,886,False
D00851,2026-06-20,Corporate,West Bengal,Community Development,Online,4961,False
D00852,2026-03-14,Foundation,Bihar,Women Empowerment,UPI,7074,True
D00853,2026-06-10,Individual,Bihar,Education,Bank Transfer,723,False
D00854,2025-05-11,Individual,Delhi,Education,UPI,1406,False
D00855,2025-06-07,Foundation,Delhi,Education,Bank Transfer,1858,True
D00856,2026-04-09,Individual,West Bengal,Women Empowerment,UPI,6846,True
D00857,2025-05-14,Individual,Delhi,Community Development,Bank Transfer,1244,False
D00858,2025-02-01,Individual,Bihar,Women Empowerment,Bank Transfer,1259,False
D00859,2026-01-01,Corporate,Uttar Pradesh,Healthcare,Bank Transfer,5751,True
D00860,2026-03-14,Individual,Delhi,Women Empowerment,UPI,1359,False
D00861,2026-06-13,Corporate,Jharkhand,Education,UPI,3094,False
D00862,2026-05-22,Individual,Jharkhand,Community Development,UPI,594,True
D00863,2025-03-07,Individual,Uttar Pradesh,Community Development,UPI,1583,False
D00864,2026-02-26,Individual,Jharkhand,Women Empowerment,Online,518,False
D00865,2026-04-07,Individual,Jharkhand,Community Development,Campaign Event,816,False
D00866,2026-01-17,Individual,West Bengal,Livelihood,UPI,3378,True
D00867,2026-03-24,Individual,Jharkhand,Livelihood,UPI,1734,True
D00868,2026-04-03,Individual,West Bengal,Healthcare,Campaign Event,1417,False
D00869,2025-09-01,Individual,Uttar Pradesh,Community Development,Campaign Event,1027,True
D00870,2025-01-22,Individual,West Bengal,Women Empowerment,UPI,1525,False
D00871,2025-09-07,Individual,Bihar,Education,Campaign Event,2256,False
D00872,2025-04-21,Community,Bihar,Community Development,Bank Transfer,3762,True
D00873,2025-03-04,Individual,Rajasthan,Education,UPI,251,False
D00874,2025-03-10,Foundation,Delhi,Livelihood,Bank Transfer,965,False
D00875,2026-01-16,Community,Jharkhand,Education,UPI,2028,False
D00876,2025-10-03,Individual,Jharkhand,Women Empowerment,Online,1671,False
D00877,2025-10-22,Corporate,West Bengal,Livelihood,Campaign Event,2436,True
D00878,2026-02-11,Foundation,Uttar Pradesh,Livelihood,Online,2200,True
D00879,2025-10-27,Corporate,Uttar Pradesh,Women Empowerment,UPI,1432,False
D00880,2025-12-10,Individual,Bihar,Women Empowerment,Online,1212,False
D00881,2025-02-16,Individual,Rajasthan,Healthcare,Online,1497,False
D00882,2026-04-10,Individual,Uttar Pradesh,Community Development,Campaign Event,4260,False
D00883,2025-09-03,Individual,Jharkhand,Livelihood,Campaign Event,1040,True
D00884,2025-03-26,Community,Delhi,Education,Online,1717,False
D00885,2026-03-21,Community,Bihar,Education,Online,2065,True
D00886,2026-02-06,Individual,Delhi,Healthcare,Campaign Event,5801,True
D00887,2025-01-29,Corporate,Bihar,Women Empowerment,Campaign Event,1437,False
D00888,2025-04-16,Individual,Uttar Pradesh,Livelihood,Online,3695,False
D00889,2025-01-09,Community,Bihar,Healthcare,UPI,4535,False
D00890,2025-05-28,Individual,West Bengal,Livelihood,Bank Transfer,1716,True
D00891,2025-02-24,Community,Jharkhand,Community Development,UPI,1537,False
D00892,2026-01-23,Foundation,Rajasthan,Livelihood,Bank Transfer,1406,False
D00893,2025-10-13,Individual,Delhi,Education,Online,1486,False
D00894,2026-06-20,Individual,Uttar Pradesh,Education,Bank Transfer,3416,False
D00895,2026-02-14,Foundation,Jharkhand,Livelihood,UPI,2141,False
D00896,2025-11-30,Individual,Rajasthan,Livelihood,Campaign Event,2147,False
D00897,2025-10-06,Individual,Jharkhand,Community Development,Online,774,True
D00898,2025-01-30,Community,Bihar,Livelihood,Campaign Event,871,True
D00899,2025-02-08,Individual,Uttar Pradesh,Women Empowerment,UPI,8983,False
D00900,2025-12-03,Individual,Rajasthan,Livelihood,Campaign Event,1575,False
D00901,2025-01-03,Individual,Jharkhand,Healthcare,Campaign Event,1007,True
D00902,2025-01-24,Individual,Rajasthan,Women Empowerment,Online,5265,True
D00903,2025-04-30,Community,Jharkhand,Women Empowerment,Online,2224,False
D00904,2026-04-28,Individual,Bihar,Women Empowerment,Campaign Event,2777,False
D00905,2025-09-08,Individual,Rajasthan,Education,Online,1623,True
D00906,2026-01-23,Individual,West Bengal,Women Empowerment,Online,1417,False
D00907,2025-08-13,Community,West Bengal,Healthcare,Bank Transfer,1585,False
D00908,2025-04-05,Individual,Rajasthan,Women Empowerment,Campaign Event,638,False
D00909,2025-07-22,Foundation,Uttar Pradesh,Women Empowerment,Campaign Event,1685,True
D00910,2025-02-20,Corporate,Rajasthan,Women Empowerment,UPI,2247,False
D00911,2026-02-25,Foundation,Uttar Pradesh,Community Development,Online,7211,True
D00912,2025-04-11,Community,Rajasthan,Livelihood,Bank Transfer,1920,True
D00913,2025-07-25,Foundation,Uttar Pradesh,Education,UPI,313,False
D00914,2026-06-20,Community,Jharkhand,Women Empowerment,Online,1677,False
D00915,2025-11-20,Individual,West Bengal,Women Empowerment,UPI,14047,True
D00916,2025-09-08,Corporate,Bihar,Education,Online,3447,False
D00917,2025-10-24,Individual,Bihar,Education,Bank Transfer,980,True
D00918,2026-03-05,Individual,Rajasthan,Healthcare,Online,2804,False
D00919,2025-05-19,Foundation,Bihar,Community Development,UPI,1032,False
D00920,2025-12-14,Community,Jharkhand,Livelihood,Campaign Event,652,False
D00921,2026-04-22,Corporate,Rajasthan,Community Development,Online,1386,False
D00922,2025-11-09,Individual,Jharkhand,Community Development,Campaign Event,1928,False
D00923,2025-09-01,Individual,Delhi,Livelihood,UPI,442,False
D00924,2025-03-21,Individual,Delhi,Women Empowerment,Campaign Event,760,False
D00925,2025-05-16,Individual,Jharkhand,Healthcare,Campaign Event,1814,False
D00926,2026-06-01,Individual,Jharkhand,Education,Online,1325,True
D00927,2025-10-23,Individual,Jharkhand,Healthcare,UPI,2420,False
D00928,2025-06-14,Individual,Bihar,Livelihood,UPI,724,True
D00929,2025-08-17,Corporate,Jharkhand,Education,Online,3075,False
D00930,2025-11-12,Individual,West Bengal,Healthcare,Bank Transfer,741,True
D00931,2025-10-21,Community,West Bengal,Education,Campaign Event,6171,True
D00932,2026-01-18,Individual,Bihar,Women Empowerment,UPI,497,False
D00933,2025-05-21,Individual,West Bengal,Community Development,Bank Transfer,793,True
D00934,2025-12-21,Individual,West Bengal,Community Development,Bank Transfer,2462,True
D00935,2025-08-30,Individual,Uttar Pradesh,Healthcare,Campaign Event,6271,False
D00936,2026-05-29,Community,Rajasthan,Livelihood,Bank Transfer,2280,True
D00937,2025-03-28,Individual,Jharkhand,Community Development,Online,2745,True
D00938,2025-03-23,Individual,Delhi,Livelihood,UPI,1824,False
D00939,2025-09-10,Community,West Bengal,Healthcare,Campaign Event,834,True
D00940,2025-10-05,Community,Jharkhand,Healthcare,Online,1246,True
D00941,2026-01-13,Individual,Jharkhand,Women Empowerment,Bank Transfer,725,True
D00942,2025-08-09,Individual,Uttar Pradesh,Livelihood,Bank Transfer,690,True
D00943,2026-05-14,Individual,Rajasthan,Community Development,Online,2433,True
D00944,2025-09-16,Individual,Rajasthan,Community Development,UPI,775,True
D00945,2025-03-12,Individual,Bihar,Education,Bank Transfer,2287,False
D00946,2025-03-07,Individual,West Bengal,Women Empowerment,Online,678,False
D00947,2026-06-16,Community,Bihar,Healthcare,Bank Transfer,2248,True
D00948,2025-03-15,Individual,Delhi,Livelihood,Campaign Event,1248,True
D00949,2026-06-02,Corporate,Rajasthan,Healthcare,Campaign Event,5169,False
D00950,2025-06-01,Individual,Uttar Pradesh,Healthcare,UPI,2295,False
D00951,2025-02-21,Foundation,Delhi,Healthcare,Bank Transfer,4548,False
D00952,2025-06-16,Individual,Uttar Pradesh,Education,Campaign Event,1021,False
D00953,2025-12-02,Foundation,West Bengal,Women Empowerment,Online,1877,True
D00954,2025-08-22,Community,Delhi,Education,UPI,862,False
D00955,2026-03-05,Individual,Jharkhand,Healthcare,UPI,1320,False
D00956,2025-11-30,Individual,Rajasthan,Education,UPI,1479,False
D00957,2025-08-07,Individual,Jharkhand,Education,Online,1044,True
D00958,2025-12-13,Individual,West Bengal,Healthcare,UPI,723,True
D00959,2026-06-15,Community,Bihar,Community Development,UPI,624,True
D00960,2025-08-13,Individual,Uttar Pradesh,Community Development,Campaign Event,311,True
D00961,2025-03-25,Corporate,Rajasthan,Healthcare,Online,815,True
D00962,2025-08-12,Individual,Rajasthan,Livelihood,UPI,2882,False
D00963,2026-04-04,Individual,Jharkhand,Community Development,Campaign Event,543,True
D00964,2025-04-29,Individual,Delhi,Healthcare,Bank Transfer,645,False
D00965,2026-06-03,Corporate,Uttar Pradesh,Community Development,UPI,6896,True
D00966,2025-11-18,Corporate,Rajasthan,Education,Online,1117,True
D00967,2025-11-25,Individual,West Bengal,Healthcare,UPI,2290,False
D00968,2025-06-23,Individual,Uttar Pradesh,Healthcare,UPI,2914,False
D00969,2026-05-18,Corporate,Jharkhand,Education,Online,2958,True
D00970,2025-01-20,Individual,Jharkhand,Community Development,Online,575,False
D00971,2025-06-13,Community,Delhi,Community Development,UPI,1514,True
D00972,2025-08-17,Individual,Rajasthan,Healthcare,Online,535,True
D00973,2025-09-18,Individual,Bihar,Community Development,Bank Transfer,11274,False
D00974,2025-09-16,Individual,Uttar Pradesh,Women Empowerment,Online,544,True
D00975,2025-03-22,Individual,Bihar,Community Development,Campaign Event,820,False
D00976,2025-05-04,Individual,West Bengal,Community Development,UPI,825,True
D00977,2025-02-22,Individual,Jharkhand,Livelihood,Campaign Event,586,False
D00978,2025-11-09,Community,Rajasthan,Education,Online,4964,False
D00979,2025-07-11,Individual,Jharkhand,Community Development,Online,11074,True
D00980,2025-11-05,Individual,Bihar,Women Empowerment,UPI,1260,True
D00981,2025-11-18,Individual,Delhi,Community Development,UPI,669,False
D00982,2026-01-19,Individual,Bihar,Community Development,Campaign Event,336,False
D00983,2025-10-26,Individual,West Bengal,Education,Campaign Event,1499,False
D00984,2025-12-20,Individual,West Bengal,Livelihood,Campaign Event,1420,False
D00985,2025-11-17,Corporate,Rajasthan,Education,Online,1104,False
D00986,2025-12-23,Individual,Delhi,Education,Bank Transfer,2125,True
D00987,2025-12-03,Community,Uttar Pradesh,Community Development,Campaign Event,2421,False
D00988,2025-06-22,Individual,Bihar,Community Development,UPI,2294,True
D00989,2025-05-15,Foundation,Delhi,Community Development,Campaign Event,1420,False
D00990,2026-03-06,Individual,Delhi,Community Development,UPI,788,True
D00991,2025-07-07,Individual,West Bengal,Women Empowerment,Online,2966,True
D00992,2025-10-27,Foundation,West Bengal,Livelihood,Bank Transfer,1817,False
D00993,2025-04-18,Corporate,Bihar,Community Development,Campaign Event,3505,False
D00994,2025-08-24,Corporate,Uttar Pradesh,Livelihood,UPI,3255,False
D00995,2025-10-17,Individual,Jharkhand,Women Empowerment,Online,620,False
D00996,2025-12-08,Corporate,Delhi,Healthcare,Online,614,False
D00997,2025-10-15,Foundation,Bihar,Women Empowerment,Campaign Event,1021,False
D00998,2025-07-16,Corporate,Rajasthan,Community Development,Campaign Event,815,False
D00999,2026-06-10,Individual,West Bengal,Women Empowerment,Campaign Event,3172,False
D01000,2025-10-07,Corporate,Jharkhand,Livelihood,Online,2343,False
